SK_ID_CURR,TARGET
208550,0.0791492952436317
173779,0.07532023548545165
365820,0.08064650353656042
144092,0.08707013129475336
291599,0.08508544936054743
418609,0.08594791698091946
398791,0.08088204043426372
202661,0.08300758329011848
185171,0.09067819777984729
111761,0.0771736331549324
258225,0.07439892179869756
174954,0.07525007129086976
297336,0.08683481938506563
369893,0.08535453801482198
195695,0.08921838844878943
384221,0.0792090320086721
203868,0.08067506651838624
182895,0.08755056298416738
342449,0.07501727142979371
352450,0.08416696215247439
156268,0.07952567522790678
282585,0.08147485474360561
362814,0.0773461725755787
371973,0.07898819731706627
431241,0.08725510751185281
160504,0.08201023702688796
144334,0.08188512104730303
225460,0.08660861283158786
296432,0.08066279325995686
259424,0.08821364505161221
360960,0.09098665385357126
154681,0.07572254226484533
314211,0.0832159933573838
163669,0.08660366415294998
248579,0.08884823422094816
449302,0.080501676109292
185231,0.08257984457062603
194468,0.08268481794533118
113490,0.08534526343180418
139058,0.08435702983632005
325306,0.07858714175455991
199058,0.0813868733987313
155077,0.08951065101257419
127975,0.08480204751788281
360439,0.07600008185244107
435267,0.08476462220766647
156228,0.08032179134068511
172060,0.08367317820968916
238413,0.08031072869044137
301697,0.08168441770163676
283216,0.08690079412251092
375041,0.08518553375629562
224158,0.08178970348410365
407681,0.08984085833672738
256114,0.08715685236730415
180037,0.08634033461095351
151412,0.08040119531670782
383990,0.07995809165531825
101099,0.07764462553979691
224339,0.08591246868528714
407218,0.07749485642370722
301169,0.08369793348856307
362707,0.08700432735048552
211866,0.07802360413385731
437005,0.08801421250251747
126965,0.08911113108495419
232738,0.07779760530732627
367663,0.0750884312503854
253940,0.08577712155422393
128130,0.08564504326519165
217064,0.0866861998306489
347678,0.08440925052586949
205866,0.08778098670435734
166049,0.077199568406322
112720,0.08076974578272056
405444,0.08223117709162342
436394,0.09409514906581891
177944,0.0862767440038125
123575,0.08002584440318891
120953,0.07987887811043175
451934,0.08226971909292695
235677,0.07712939299428355
153706,0.08509141614505235
127318,0.07903648109826303
381747,0.08456966971886354
452418,0.0892572629004058
185646,0.08992511685459198
391487,0.08633954386157837
378330,0.08606842612061924
423710,0.09514349307324313
455439,0.0854679066087337
271606,0.08103461127262425
340855,0.09423947411575131
211694,0.08119243859081375
366664,0.08777268354193206
293316,0.08643512952789499
424639,0.0839206107229752
285117,0.08393048806413277
313943,0.09072928566383974
428859,0.08889340070131667
280693,0.07957056472290062
278812,0.08526599284554973
386302,0.08858275690337285
344561,0.08152525180762527
330075,0.07866647970201826
363232,0.0791590891761229
148031,0.08795337747371942
343072,0.07552082087466272
403945,0.08337858209982661
330616,0.07802142620873533
275967,0.0844653815542658
175313,0.0879531280797495
453093,0.07744706833295184
137807,0.0833603881567924
136263,0.09412007369290999
304378,0.08839035469546665
307636,0.08056719618418738
267070,0.08925211979866711
231031,0.07694803114571522
257883,0.07619851374125301
314139,0.08370283884588182
252261,0.08370679976788323
266106,0.08885612681037512
248797,0.08118653828492912
401240,0.08070268742545553
359134,0.07982212053363885
212897,0.08083280624121221
159884,0.07916716986010441
291513,0.07741024666348803
163949,0.08658980496665696
179077,0.08506325744470898
358730,0.07334067935892416
450216,0.07960546508196908
279336,0.08802074251860198
362012,0.0846193982162271
341939,0.0830695485544163
423624,0.08329252366926868
386399,0.08841022524054448
124850,0.07795586497392461
251085,0.08609267678115097
227213,0.08210763166667656
221828,0.0846511590700203
151637,0.08426443690784209
184605,0.07829142092545749
431962,0.08974011803983811
452455,0.08480642650199063
405060,0.07871439425130665
103258,0.08482737243389799
184238,0.07603146440918028
300678,0.08452752914264254
193091,0.08670887738072275
317226,0.09287269737808969
253262,0.08589706841821756
153057,0.07454748407798834
227998,0.08266862037112421
301331,0.07616348524623119
427664,0.08868150259759242
125190,0.07666376605412233
238869,0.08363509775366926
226214,0.08417274744363289
141206,0.08459503619503675
100038,0.09288108001420566
212360,0.07683827794037319
435375,0.08182871577440887
388525,0.07918984393870664
323161,0.08012042292980974
413179,0.08433185118298026
